Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.369","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.58","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.209","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.384","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.489","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.531","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.264","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","76.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","78.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","75.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","72.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","73.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","77.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","76.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","818","Égypte","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","74.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.755","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.835","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.902","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.111","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.388","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.856","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.269","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.532","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.562","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.149","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","784","Émirats arabes unis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.788","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.816","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.861","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.928","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.81","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.753","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.341","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.426","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.329","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.129","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","18.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","19.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","21.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","21.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","3.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","3.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","3.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","218","Équateur","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","3.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.699","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.741","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.744","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.838","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.278","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.623","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.211","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.739","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.796","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","724","Espagne","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.053","E","Valeur estimée"
